Reference,DOI,Year,Class,Formula,Parsed_Formula_SiteA1,Parsed_Formula_nSiteA1,Parsed_Formula_SiteA2,Parsed_Formula_nSiteA2,Parsed_Formula_SiteA3,Parsed_Formula_nSiteA3,Parsed_Formula_SiteB1,Parsed_Formula_nSiteB1,Parsed_Formula_SiteB2,Parsed_Formula_nSiteB2,Parsed_Formula_SiteB3,Parsed_Formula_nSiteB3,Parsed_Formula_SiteC1,Parsed_Formula_nSiteC1,Parsed_Formula_SiteC2,Parsed_Formula_nSiteC2,Parsed_Formula_O,Parsed_Formula_nO,Ea,A,EaHT,AHT,T*,Type_of_conductivity,Measurement_temperature_range,Measurement,Source,Plot type
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,NdNbO4,Nd,1,,,,,Nb,1,,,,,,,,,O,4,1024.579804,1086.159398,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,NdNb0.8W0.2O4.1,Nd,1,,,,,Nb,0.8,W,0.2,,,,,,,O,4.1,1330.553695,6790850.845,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,NdNb0.7W0.3O4.15,Nd,1,,,,,Nb,0.7,W,0.3,,,,,,,O,4.15,1377.725404,8001072.248,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,NdNb0.6W0.4O4.2,Nd,1,,,,,Nb,0.6,W,0.4,,,,,,,O,4.2,1441.207035,9694990.812,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,SmNbO4,Sm,1,,,,,Nb,1,,,,,,,,,O,4,1070.577054,1688.708802,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,SmNb0.8W0.2O4.1,Sm,1,,,,,Nb,0.8,W,0.2,,,,,,,O,4.1,1437.09287,10469455.49,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,SmNb0.7W0.3O4.15,Sm,1,,,,,Nb,0.7,W,0.3,,,,,,,O,4.15,1365.429387,3460956.629,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,SmNb0.6W0.4O4.2,Sm,1,,,,,Nb,0.6,W,0.4,,,,,,,O,4.2,1422.521768,5027331.19,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,SmNb0.5W0.5O4.25,Sm,1,,,,,Nb,0.5,W,0.5,,,,,,,O,4.25,1434.195571,3704194.016,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,SmNb0.4W0.6O4.3,Sm,1,,,,,Nb,0.4,W,0.6,,,,,,,O,4.3,1535.016624,8438051.608,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNbO4,Eu,1,,,,,Nb,1,,,,,,,,,O,4,1105.105867,3252.661464,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNb0.8W0.2O4.1,Eu,1,,,,,Nb,0.8,W,0.2,,,,,,,O,4.1,1336.498735,1822794.097,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNb0.7W0.3O4.15,Eu,1,,,,,Nb,0.7,W,0.3,,,,,,,O,4.15,1354.116029,1600318.561,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNb0.6W0.4O4.2,Eu,1,,,,,Nb,0.6,W,0.4,,,,,,,O,4.2,1419.13178,2702138.837,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNb0.5W0.5O4.25,Eu,1,,,,,Nb,0.5,W,0.5,,,,,,,O,4.25,1455.066053,3224919.299,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNb0.4W0.6O4.3,Eu,1,,,,,Nb,0.4,W,0.6,,,,,,,O,4.3,1481.097356,3336356.626,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,EuNb0.3W0.7O4.35,Eu,1,,,,,Nb,0.3,W,0.7,,,,,,,O,4.35,1505.47853,2987220.969,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNbO4,Gd,1,,,,,Nb,1,,,,,,,,,O,4,1244.160345,9547.796393,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNb0.8W0.2O4.1,Gd,1,,,,,Nb,0.8,W,0.2,,,,,,,O,4.1,1326.580666,1019888.332,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNb0.7W0.3O4.15,Gd,1,,,,,Nb,0.7,W,0.3,,,,,,,O,4.15,1374.979615,1304682.622,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNb0.6W0.4O4.2,Gd,1,,,,,Nb,0.6,W,0.4,,,,,,,O,4.2,1456.560296,2809678.387,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNb0.5W0.5O4.25,Gd,1,,,,,Nb,0.5,W,0.5,,,,,,,O,4.25,1437.049781,1620531.232,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNb0.4W0.6O4.3,Gd,1,,,,,Nb,0.4,W,0.6,,,,,,,O,4.3,1486.882899,2497084.052,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Shan et al., Ionics 29, 2697 (2023).",10.1007/s11581-023-05037-4,2023,Scheelites,GdNb0.3W0.7O4.35,Gd,1,,,,,Nb,0.3,W,0.7,,,,,,,O,4.35,1512.557263,2330970.451,,,,total,673 - 1073 K,AC,Fig. 4,log sigma-1000/T
"Mullens et al., Chem. Mater. 36, 5002 (2024).",10.1021/acs.chemmater.3c03054,2024,Scheelites,HoTaO4,Ho,1,,,,,Ta,1,,,,,,,,,O,4,815.9439874,12.74895754,,,,total,873 - 1123 K,AC,Fig. 9(d),log sigma-1000/T
"Mullens et al., Chem. Mater. 36, 5002 (2024).",10.1021/acs.chemmater.3c03054,2024,Scheelites,HoNbO4,Ho,1,,,,,Nb,1,,,,,,,,,O,4,900.025896,27.75209339,,,,total,873 - 1123 K,AC,Fig. 9(d),log sigma-1000/T
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,La10Si6O27,La,10,,,,,Si,6,,,,,,,,,O,27,688.6234401,3934.995716,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd10Si6O27,Nd,10,,,,,Si,6,,,,,,,,,O,27,633.225699,1242.84335,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Sm10Si6O27,Sm,10,,,,,Si,6,,,,,,,,,O,27,683.8145301,230.5836373,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Gd10Si6O27,Gd,10,,,,,Si,6,,,,,,,,,O,27,725.2289722,33.14565726,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Dy10Si6O27,Dy,10,,,,,Si,6,,,,,,,,,O,27,1181.459672,1537.500301,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Y10Si6O27,Y,10,,,,,Si,6,,,,,,,,,O,27,1272.431356,257.8352683,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Ho10Si6O27,Ho,10,,,,,Si,6,,,,,,,,,O,27,1357.974751,3365.629586,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Er10Si6O27,Er,10,,,,,Si,6,,,,,,,,,O,27,1306.399073,625.4120161,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Yb10Si6O27,Yb,10,,,,,Si,6,,,,,,,,,O,27,1224.248445,298.8077854,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd4Si6O27,Nd,4,,,,,Si,6,,,,,,,,,O,27,2309.699434,196751682.8,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd5Si6O27,Nd,5,,,,,Si,6,,,,,,,,,O,27,2356.569232,203332699,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd6Si6O27,Nd,6,,,,,Si,6,,,,,,,,,O,27,2403.439029,547094019.4,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd7Si6O27,Nd,7,,,,,Si,6,,,,,,,,,O,27,969.6857364,217.5816757,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd8Si6O27,Nd,8,,,,,Si,6,,,,,,,,,O,27,853.1411157,301.6579569,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd9Si6O27,Nd,9,,,,,Si,6,,,,,,,,,O,27,772.8179934,354.4135116,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd11Si6O27,Nd,11,,,,,Si,6,,,,,,,,,O,27,644.9922915,225.3089696,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd12Si6O27,Nd,12,,,,,Si,6,,,,,,,,,O,27,1322.9304,1869.663363,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd8Ca2Si6O26,Nd,8,Ca,2,,,Si,6,,,,,,,,,O,26,950.6878864,12.25782211,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd8Sr2Si6O26,Nd,8,Sr,2,,,Si,6,,,,,,,,,O,26,1154.262924,90.78017471,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd8Ba2Si6O26,Nd,8,Ba,2,,,Si,6,,,,,,,,,O,26,832.9046475,16.44608736,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Nakayama et al., J. Mater. Chem. 5, 1801 (1995).",10.1039/JM9950501801,1995,Apatites,Nd5Ba5Si6O24.5,Nd,5,Ba,5,,,Si,6,,,,,,,,,O,24.5,816.4414738,18.12876908,,,,"(not clearly mentioned, probably total)",573 - 1173 K,AC,Table 3,-
"Abram et al., J. Mater. Chem. 11, 1978 (2001).",10.1039/b104006p,2001,Apatites,La9.33Si6O26,La,9.33,,,,,Si,6,,,,,,,,,O,26,913.8299035,103776.3663,,,,bulk,373 - 673 K,AC,Fig. 2,log sigma-1000/T
"Abram et al., J. Mater. Chem. 11, 1978 (2001).",10.1039/b104006p,2001,Apatites,La9.5Si5.5Al0.5O26,La,9.5,,,,,Si,5.5,Al,0.5,,,,,,,O,26,744.573451,95644.65604,,,,bulk,373 - 673 K,AC,Fig. 2,log sigma-1000/T
"Abram et al., J. Mater. Chem. 11, 1978 (2001).",10.1039/b104006p,2001,Apatites,La9.67Si5AlO26,La,9.67,,,,,Si,5,Al,1,,,,,,,O,26,695.2372178,74796.72734,,,,bulk,373 - 673 K,AC,Fig. 2,log sigma-1000/T
"Abram et al., J. Mater. Chem. 11, 1978 (2001).",10.1039/b104006p,2001,Apatites,La9.83Si4.5Al1.5O26,La,9.83,,,,,Si,4.5,Al,1.5,,,,,,,O,26,676.1367157,91874.13123,,,,bulk,373 - 673 K,AC,Fig. 2,log sigma-1000/T
"Abram et al., J. Mater. Chem. 11, 1978 (2001).",10.1039/b104006p,2001,Apatites,La10Si4Al2O26,La,10,,,,,Si,4,Al,2,,,,,,,O,26,731.6264493,5172.75706,,,,bulk,373 - 673 K,AC,Fig. 2,log sigma-1000/T
"Slater et al., J. Solid State Chem. 178, 2050 (2005).",10.1016/j.jssc.2005.04.018,2005,Apatites,La10Si5.5Al0.5O26.75,La,10,,,,,Si,5.5,Al,0.5,,,,,,,O,26.75,709.6219802,108361.8086,,,,total,673 - 1223 K,AC,Fig. 6,log sigma-10000/T
"Slater et al., J. Solid State Chem. 178, 2050 (2005).",10.1016/j.jssc.2005.04.018,2005,Apatites,La9.67Si5.5Al0.5O26.25,La,9.67,,,,,Si,5.5,Al,0.5,,,,,,,O,26.25,699.9128002,51995.5584,,,,total,673 - 1223 K,AC,Fig. 6,log sigma-10000/T
"Leon-Reina et al., Chem. Mater. 17, 596 (2005).",10.1021/cm048361r,2005,Apatites,La9.5Ge5.5Al0.5O26,La,9.5,,,,,Ge,5.5,Al,0.5,,,,,,,O,26,1140.985897,96251610.87,587.7157397,99251.79693,953.16862,bulk,523 - 1273 K,AC,Fig. 3,log sigma-1000/T
"Leon-Reina et al., Chem. Mater. 17, 596 (2005).",10.1021/cm048361r,2005,Apatites,La9.6Ge5.5Al0.5O26.15,La,9.6,,,,,Ge,5.5,Al,0.5,,,,,,,O,26.15,1111.434393,4901014.317,713.6033139,35175.84973,949.6060629,bulk,523 - 1273 K,AC,Fig. 3,log sigma-1000/T
"Leon-Reina et al., Chem. Mater. 17, 596 (2005).",10.1021/cm048361r,2005,Apatites,La9.67Ge5.5Al0.5O26.255,La,9.67,,,,,Ge,5.5,Al,0.5,,,,,,,O,26.255,1157.81704,10069794.32,501.8363536,3707.280017,970.2917666,bulk,523 - 1273 K,AC,Fig. 3,log sigma-1000/T
"Leon-Reina et al., Chem. Mater. 17, 596 (2005).",10.1021/cm048361r,2005,Apatites,La9.75Ge5.5Al0.5O26.375,La,9.75,,,,,Ge,5.5,Al,0.5,,,,,,,O,26.375,1227.102036,20247575.88,594.2847986,8908.327765,944.6570285,bulk,523 - 1273 K,AC,Fig. 3,log sigma-1000/T
"Masubuchi et al., Solid State Ion. 177, 263 (2006).",10.1016/j.ssi.2005.09.015,2006,Apatites,La9.33Si6O26,La,9.33,,,,,Si,6,,,,,,,,,O,26,753.4797851,4572.73735,,,,"(not clearly mentioned, probably total)",473 - 1073 K,AC,Fig. 2,log sigmaT-1000/T
"Masubuchi et al., Solid State Ion. 177, 263 (2006).",10.1016/j.ssi.2005.09.015,2006,Apatites,La8Sr2Si6O26,La,8,Sr,2,,,Si,6,,,,,,,,,O,26,1186.840395,384.4325168,,,,"(not clearly mentioned, probably total)",473 - 1073 K,AC,Fig. 2,log sigmaT-1000/T
"Masubuchi et al., Solid State Ion. 177, 263 (2006).",10.1016/j.ssi.2005.09.015,2006,Apatites,Nd9.33Si6O26,Nd,9.33,,,,,Si,6,,,,,,,,,O,26,749.2772155,831.8936906,,,,"(not clearly mentioned, probably total)",473 - 1073 K,AC,Fig. 2,log sigmaT-1000/T
"Masubuchi et al., Solid State Ion. 177, 263 (2006).",10.1016/j.ssi.2005.09.015,2006,Apatites,Nd8Sr2Si6O26,Nd,8,Sr,2,,,Si,6,,,,,,,,,O,26,1228.148258,107.0452722,,,,"(not clearly mentioned, probably total)",473 - 1073 K,AC,Fig. 2,log sigmaT-1000/T
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.33Si6O26,La,9.33,,,,,Si,6,,,,,,,,,O,26,888.4615979,9588.916267,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.67Si6O26.5,La,9.67,,,,,Si,6,,,,,,,,,O,26.5,763.4257506,29349.13409,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La10Si6O27,La,10,,,,,Si,6,,,,,,,,,O,27,485.0301221,6514.625706,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.33Sr0.33Si6O26.33,La,9.33,Sr,0.33,,,Si,6,,,,,,,,,O,26.33,742.3901345,21401.68844,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.33Sr0.67Si6O26.67,La,9.33,Sr,0.67,,,Si,6,,,,,,,,,O,26.67,461.5768835,5213.097257,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.33Nd0.33Si6O26.5,La,9.33,Nd,0.33,,,Si,6,,,,,,,,,O,26.5,723.3200478,32147.37871,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.33Nd0.67Si6O27,La,9.33,Nd,0.67,,,Si,6,,,,,,,,,O,27,558.1784977,16166.38308,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.533Si5.4Al0.6O26,La,9.533,,,,,Si,5.4,Al,0.6,,,,,,,O,26,689.2264299,14451.88455,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.633Si5.1Al0.9O26,La,9.633,,,,,Si,5.1,Al,0.9,,,,,,,O,26,579.4377167,4634.220794,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.733Si4.8Al1.2O26,La,9.733,,,,,Si,4.8,Al,1.2,,,,,,,O,26,373.9668608,1102.449117,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.833Si4.5Al1.5O26,La,9.833,,,,,Si,4.5,Al,1.5,,,,,,,O,26,520.3910244,1909.880597,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.933Si4.2Al1.8O26,La,9.933,,,,,Si,4.2,Al,1.8,,,,,,,O,26,997.9446678,198441.8682,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.533Si5.7Mg0.6O26,La,9.533,,,,,Si,5.7,Mg,0.6,,,,,,,O,26,502.8586797,10862.5349,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.733Si5.4Mg0.6O26,La,9.733,,,,,Si,5.4,Mg,0.6,,,,,,,O,26,453.2164153,4040.839538,,,,bulk,773 - 1173 K,AC,Table 1,-
"Yoshioka, J. Am. Ceram. Soc. 90, 3099 (2007).",10.1111/j.1551-2916.2007.01862.x,2007,Apatites,La9.933Si5.1Mg0.9O26,La,9.933,,,,,Si,5.1,Mg,0.9,,,,,,,O,26,561.3341583,8828.477204,,,,bulk,773 - 1173 K,AC,Table 1,-
"Tao et al., Chem. Mater. 25, 1109 (2013).",10.1021/cm4000685,2013,Apatites,Nd9.33333Si6Al0O26,Nd,9.33333,,,,,Si,6,Al,0,,,,,,,O,26,707.6271183,4227515.509,,,,bulk,643 - 1133 K,AC,Fig. 4,log sigmaT-1000/T
"Tao et al., Chem. Mater. 25, 1109 (2013).",10.1021/cm4000685,2013,Apatites,Nd9.5Si5.5Al0.5O26,Nd,9.5,,,,,Si,5.5,Al,0.5,,,,,,,O,26,658.3956351,14490427.59,,,,bulk,643 - 1133 K,AC,Fig. 4,log sigmaT-1000/T
"Tao et al., Chem. Mater. 25, 1109 (2013).",10.1021/cm4000685,2013,Apatites,Nd9.83333Si4.5Al1.5O26,Nd,9.83333,,,,,Si,4.5,Al,1.5,,,,,,,O,26,779.250615,70505840.26,,,,bulk,643 - 1133 K,AC,Fig. 4,log sigmaT-1000/T
"Tao et al., Chem. Mater. 25, 1109 (2013).",10.1021/cm4000685,2013,Apatites,Nd10Si4Al2O26,Nd,10,,,,,Si,4,Al,2,,,,,,,O,26,893.6012932,48797280.64,,,,bulk,643 - 1133 K,AC,Fig. 4,log sigmaT-1000/T
"Arikawa et al., Solid State Ion. 136, 31 (2000).",10.1016/S0167-2738(00)00386-6,2020,Apatites,La9Ge6SrO26.5,La,9,,,,,Ge,6,Sr,1,,,,,,,O,26.5,867.0518512,620337.3638,,,,total,810 - 1220 K,four-probe DC,Fig. 7,log sigma-1000/T
"Arikawa et al., Solid State Ion. 136, 31 (2000).",10.1016/S0167-2738(00)00386-6,2020,Apatites,La10Ge6O27,La,10,,,,,Ge,6,,,,,,,,,O,27,1829.395307,55187307920,646.901008,88998.79992,1080,total,810 - 1220 K,four-probe DC,Fig. 7,log sigma-1000/T
"Arikawa et al., Solid State Ion. 136, 31 (2000).",10.1016/S0167-2738(00)00386-6,2020,Apatites,La9.75Si6Sr0.25O26.895,La,9.75,,,,,Si,6,Sr,0.25,,,,,,,O,26.895,560.8565939,16075.99501,,,,total,810 - 1220 K,four-probe DC,Fig. 7,log sigma-1000/T
"Arikawa et al., Solid State Ion. 136, 31 (2000).",10.1016/S0167-2738(00)00386-6,2020,Apatites,La10Si6O27,La,10,,,,,Si,6,,,,,,,,,O,27,630.6759253,5909.055112,,,,total,810 - 1220 K,four-probe DC,Fig. 7,log sigma-1000/T
"Wei et al., Energy Sci. Eng. 10, 525 (2022).",10.1002/ese3.1045,2022,Apatites,Ce9.76Si6O26.64,Ce,9.76,,,,,Si,6,,,,,,,,,O,26.64,920.6227142,127813.7768,,,,total,673 - 1073 K,AC,Fig. 9(a),log sigma-1000/T
"Wei et al., Energy Sci. Eng. 10, 525 (2022).",10.1002/ese3.1045,2022,Apatites,Ce10Si6O27,Ce,10,,,,,Si,6,,,,,,,,,O,27,925.1451592,178962.6612,,,,total,673 - 1073 K,AC,Fig. 9(b),log sigma-1000/T
"Wei et al., Energy Sci. Eng. 10, 525 (2022).",10.1002/ese3.1045,2022,Apatites,Ce10.36Si6O27.54,Ce,10.36,,,,,Si,6,,,,,,,,,O,27.54,916.810284,253547.3267,,,,total,673 - 1073 K,AC,Fig. 9(c),log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 16, 4960 (2004).",10.1021/cm0487472,2004,Cuspidines,Sm4Ga2O9,Sm,4,,,,,Ga,2,,,,,,,,,O,9,1163.423818,998.0984112,,,,total,700 - 1300 K,AC,Fig. 7,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 16, 4960 (2004).",10.1021/cm0487472,2004,Cuspidines,Nd4Ga2O9,Nd,4,,,,,Ga,2,,,,,,,,,O,9,1128.039976,644.8621972,,,,total,700 - 1300 K,AC,Fig. 7,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 16, 4960 (2004).",10.1021/cm0487472,2004,Cuspidines,La4Ga2O9,La,4,,,,,Ga,2,,,,,,,,,O,9,1105.519078,1154.181066,,,,total,700 - 1300 K,AC,Fig. 7,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 16, 4960 (2004).",10.1021/cm0487472,2004,Cuspidines,La4Ga1.8Ge0.2O9.1,La,4,,,,,Ga,1.8,Ge,0.2,,,,,,,O,9.1,1224.940833,65773.48254,,,,total,700 - 1300 K,AC,Fig. 7,log sigma-1000/T
"Mart?n-Sede?o et al., Chem. Mater. 16, 4960 (2004).",10.1021/cm0487472,2004,Cuspidines,La4Ga1.6Ge0.4O9.2,La,4,,,,,Ga,1.6,Ge,0.4,,,,,,,O,9.2,1312.990005,438429.2854,,,,total,700 - 1300 K,AC,Fig. 7,log sigma-1000/T
